Label,training MSE,validation MSE,implicit energy MSE,learned energy MSE,test MSE,implicit energy MSE test,learned energy MSE test
QR DSO,0.010072766898 ± 0.000000000000,47.231443941593 ± 0.000000000000,6481.538719177246 ± 0.000000000000,0.000003088878 ± 0.000000000000,43.334767788649 ± 0.000000000000,5620.147377967834 ± 0.000000000000,0.000002839265 ± 0.000000000000
