Label,training MSE,validation MSE,implicit energy MSE,learned energy MSE,test MSE,implicit energy MSE test,learned energy MSE test
Implicitly Normalized DOS,0.066410078260 ± 0.000000000000,62.310431391001 ± 0.000000000000,2971.728127956390 ± 0.000000000000,2703.518278121948 ± 0.000000000000,59.512722462416 ± 0.000000000000,2498.542840480804 ± 0.000000000000,2276.389473915100 ± 0.000000000000
