Label,training MSE,validation MSE,implicit energy MSE,learned energy MSE,test MSE,implicit energy MSE test,learned energy MSE test
Normalized AFNO,0.000000127094 ± 0.000000000000,0.000000422764 ± 0.000000000000,1.844962596893 ± 0.000000000000,N/A,0.000000395135 ± 0.000000000000,1.551465034485 ± 0.000000000000,N/A
