Label,training MSE,validation MSE,implicit energy MSE,learned energy MSE,test MSE,implicit energy MSE test,learned energy MSE test
Vanilla DSO,0.007277827754 ± 0.000000000000,169.884731173515 ± 0.000000000000,8966477.569824218750 ± 0.000000000000,8934267.351074218750 ± 0.000000000000,167.045550823212 ± 0.000000000000,7604610.851562500000 ± 0.000000000000,7572730.768554687500 ± 0.000000000000
