Label,training MSE,validation MSE,implicit energy MSE,learned energy MSE,test MSE,implicit energy MSE test,learned energy MSE test
Vanilla AFNO,0.000061468148 ± 0.000000000000,0.000068807880 ± 0.000000000000,2216.158447265625 ± 0.000000000000,N/A,0.000069404581 ± 0.000000000000,2274.808349609375 ± 0.000000000000,N/A
