Label,training MSE,validation MSE,implicit energy MSE,learned energy MSE,test MSE,implicit energy MSE test,learned energy MSE test
Normalized DSO,0.037982809095 ± 0.000000000000,42.136227265000 ± 0.000000000000,5468.857029914856 ± 0.000000000000,0.000000576756 ± 0.000000000000,40.974959537387 ± 0.000000000000,4875.738767623901 ± 0.000000000000,0.000000508389 ± 0.000000000000
